Title,Year,Type,Genres,Platform,Rating,Language
Kantara Origin 2,1991,Movie,"Animation, Fantasy, Crime",SonyLIV,8.6,Kannada
Singam Part 2 44,2009,Movie,"Crime, Horror, Comedy",HBO Max,5.1,Tamil
Nayakan Rebirth 21,1997,Movie,Mystery,HBO Max,4.4,Tamil
Prema Returns 61,2012,TV Series,"Biography, Fantasy",Hulu,8.2,Telugu
Yuddham Chronicles 11,2026,TV Series,"Fantasy, Mystery, Biography",MX Player,0.0,Telugu
Kadhal Evolution 28,2018,Movie,Action,SonyLIV,5.4,Tamil
Dil Chronicles 63,2011,TV Series,"Animation, Drama, Crime",HBO Max,4.8,Hindi
Sankranti Legacy 40,1997,Movie,Horror,Theatrical,5.2,Kannada
War for Evolution 47,2012,Movie,"Biography, Romance, Thriller",Theatrical,6.6,English
Katha Rebirth 15,2003,Movie,"Sci-Fi, Crime",Planet Marathi,9.4,Marathi
Achanum Rebirth 72,2025,Movie,Mystery,Hulu,0.0,Malayalam
Simham Story 99,2021,Movie,"Mystery, Fantasy, Action",Planet Marathi,5.6,Telugu
Dil Chronicles 57,2014,TV Series,"Animation, Crime",Netflix,4.3,Hindi
Nayakudu Origin 6,2001,TV Series,Comedy,Hulu,7.5,Telugu
Kahaani Part 2 1,2000,Movie,Comedy,Theatrical,4.4,Hindi
Maitri Legacy 57,2016,TV Series,"Biography, Comedy",MX Player,5.3,Marathi
The Last Returns 24,2024,TV Series,"Sci-Fi, Mystery",Disney+,4.1,English
Pushpa Origin 87,2007,TV Series,"Thriller, Horror, Fantasy",MX Player,4.6,Telugu
Legacy of Part 2 25,2015,Movie,Crime,Apple TV+,7.5,English
Premachi Part 2 70,2012,TV Series,"Fantasy, Crime",Amazon Prime,6.5,Marathi
Zindagi Forever 39,1998,TV Series,"Horror, Drama",HBO Max,6.7,Hindi
Kadhal Story 5,1991,Movie,Thriller,Theatrical,8.9,Tamil
Simham Part 1 32,2012,Movie,Sci-Fi,SonyLIV,8.9,Telugu
Nayak Part 1 49,1995,TV Series,"Fantasy, Mystery, History",Apple TV+,8.3,Kannada
Secret Part 1 25,2018,TV Series,"Fantasy, Romance, Thriller",Disney+,4.1,English
Baahubali Evolution 27,2016,Movie,"Action, Fantasy, Thriller",Disney+,8.7,Telugu
Baba Origin 78,2005,Movie,Mystery,Amazon Prime,8.7,Marathi
Sankranthi Forever 93,2001,Movie,"History, Thriller",Planet Marathi,6.3,Telugu
Veeram Chronicles 42,2006,TV Series,Drama,Planet Marathi,4.5,Tamil
Vetrimaran Part 1 82,2022,TV Series,Biography,Netflix,5.6,Tamil
Yathra Part 1 36,1994,Movie,"Fantasy, Mystery, Biography",Amazon Prime,4.7,Malayalam
Vikrama Story 41,2005,TV Series,Drama,Amazon Prime,4.1,Kannada
Dil Story 72,2003,TV Series,History,Theatrical,5.9,Hindi
Yuddham Rebirth 5,2016,TV Series,"Sci-Fi, History, Horror",Disney+,7.4,Telugu
Nayakudu Origin 24,2004,Movie,Romance,Disney+,5.0,Telugu
Aai Origin 41,2014,TV Series,"Comedy, Romance, Biography",Disney+,4.4,Marathi
Prem Returns 39,1995,TV Series,"Fantasy, Animation",SonyLIV,5.5,Hindi
Zindagi Story 35,2007,Movie,Animation,MX Player,6.4,Hindi
Dil Part 1 3,2014,TV Series,Drama,SonyLIV,7.7,Hindi
Ladhai Part 1 26,1998,Movie,"Romance, Action",Hulu,4.7,Marathi
Raja Origin 90,1993,Movie,"Drama, Sci-Fi, Animation",SonyLIV,6.4,Kannada
Legacy of Origin 42,2022,Movie,Horror,SonyLIV,8.5,English
Raja Part 1 28,1995,Movie,"History, Comedy",Netflix,5.9,Kannada
Veedu Rebirth 68,2021,Movie,History,Disney+,8.6,Malayalam
Mauli Legacy 94,1999,Movie,"Sci-Fi, Action",Netflix,9.4,Marathi
Apna Evolution 7,2014,TV Series,Animation,SonyLIV,4.5,Hindi
Nayak Chronicles 54,2007,TV Series,"Animation, Biography, Romance",HBO Max,8.7,Kannada
Asuran Rebirth 2,2011,Movie,"Comedy, Fantasy",Disney+,4.1,Tamil
Anbu Story 94,2005,Movie,"Comedy, Action, Romance",HBO Max,7.4,Tamil
The Last Rebirth 87,2015,TV Series,"Drama, History, Biography",Apple TV+,7.1,English
Baahubali Chronicles 45,2009,Movie,Animation,Disney+,6.2,Telugu
Dharma Forever 49,1998,Movie,"Sci-Fi, Fantasy",Theatrical,6.3,Telugu
Dil Rebirth 48,1998,TV Series,Horror,Planet Marathi,4.9,Hindi
Mauli Returns 69,2008,TV Series,Biography,Planet Marathi,8.5,Marathi
Preethi Chronicles 48,2002,TV Series,"Mystery, Horror",Netflix,4.2,Kannada
Premachi Returns 83,2007,TV Series,"Fantasy, Animation",Planet Marathi,9.4,Marathi
Swapna Chronicles 13,2021,Movie,"Comedy, Biography",MX Player,4.5,Marathi
Katha Part 1 15,1995,Movie,"Fantasy, Sci-Fi, Romance",MX Player,8.0,Marathi
Veedu Part 2 72,2001,Movie,"Action, Comedy, Sci-Fi",SonyLIV,9.2,Malayalam
Pranayam Forever 52,2008,TV Series,Animation,Disney+,6.7,Malayalam
Nayak Returns 82,2003,Movie,"Drama, Thriller",Theatrical,7.3,Kannada
Veedu Rebirth 84,2000,TV Series,"Comedy, History",MX Player,5.1,Malayalam
Safar Chronicles 78,2000,TV Series,"Crime, Animation, Mystery",Amazon Prime,5.8,Hindi
Nayakudu Evolution 26,2003,Movie,Biography,Apple TV+,4.4,Telugu
Veedu Evolution 73,2008,TV Series,"History, Mystery",Apple TV+,7.3,Malayalam
Asuran Part 1 8,2009,Movie,Animation,Apple TV+,5.4,Tamil
Orma Evolution 38,2009,Movie,"History, Action, Crime",Disney+,8.7,Malayalam
Kahaani Forever 27,1996,Movie,"Animation, Crime",Theatrical,4.3,Hindi
Safar Returns 83,2000,TV Series,"Animation, Action",Apple TV+,4.5,Hindi
Asuran Story 42,2018,TV Series,Thriller,Theatrical,9.2,Tamil
Veedu Story 49,2006,Movie,Drama,MX Player,8.1,Malayalam
Ladhai Legacy 54,2023,Movie,"Comedy, Action",Netflix,8.4,Marathi
Veedu Evolution 49,2016,TV Series,"Drama, Fantasy, Action",Hulu,7.6,Malayalam
Baahubali 2: The Conclusion,2017,Movie,"Action, Drama",Theatrical,8.2,Telugu
Prema Origin 10,2018,Movie,"Crime, Sci-Fi, Fantasy",Disney+,5.6,Telugu
Kadhal Forever 47,1995,TV Series,Crime,MX Player,5.0,Tamil
Empire of Forever 77,2010,TV Series,"Biography, Romance",Planet Marathi,8.5,English
Vetrimaran Origin 69,1998,Movie,"Fantasy, Drama, Animation",Netflix,8.7,Tamil
Prema Story 78,1991,Movie,Action,Disney+,4.3,Telugu
Raaz Part 1 41,2000,TV Series,"Fantasy, Thriller, Sci-Fi",MX Player,8.3,Hindi
Achanum Legacy 100,2022,Movie,"Animation, History, Action",Apple TV+,5.7,Malayalam
Mauli Chronicles 95,1995,Movie,"Thriller, Sci-Fi",HBO Max,7.0,Marathi
Anbu Returns 7,2011,Movie,Animation,Theatrical,7.9,Tamil
Baba Evolution 8,1999,TV Series,"Drama, Crime, Animation",HBO Max,6.4,Marathi
Shadow of Legacy 75,2007,TV Series,"Romance, History",Disney+,4.7,English
Secret Origin 9,2008,TV Series,"Crime, Mystery, Romance",Hulu,7.6,English
Jung Returns 74,1999,TV Series,Sci-Fi,Theatrical,7.5,Hindi
Dost Story 76,2022,TV Series,"Biography, Animation",Theatrical,7.0,Hindi
Swapna Part 2 42,2021,TV Series,Mystery,HBO Max,7.7,Marathi
Prem Chronicles 46,2022,Movie,"Thriller, Animation, Horror",Planet Marathi,6.6,Hindi
Nayak Evolution 65,1996,Movie,"Biography, Thriller",Theatrical,4.7,Kannada
The Last Legacy 34,2009,Movie,"Thriller, Comedy",SonyLIV,5.5,English
Kahaani Origin 18,2012,Movie,Action,Theatrical,7.5,Hindi
Jung Story 14,2011,TV Series,"History, Animation, Mystery",SonyLIV,4.3,Hindi
Maitri Forever 66,2020,TV Series,"Drama, Animation",Planet Marathi,4.2,Marathi
Orma Part 2 7,2003,Movie,Horror,Amazon Prime,5.6,Malayalam
Simham Origin 68,2015,Movie,History,Planet Marathi,5.3,Telugu
Pranayam Part 2 78,1998,TV Series,Biography,Netflix,8.5,Malayalam
Ladhai Part 2 99,2015,TV Series,"Drama, Action, Comedy",Amazon Prime,5.8,Marathi
Pranayam Part 1 17,2018,TV Series,"Horror, History, Romance",Theatrical,8.7,Malayalam
Shadow of Forever 70,2024,Movie,"Biography, Romance",Hulu,9.4,English
The Last Forever 76,1997,TV Series,"Animation, Romance, History",SonyLIV,9.3,English
Dharma Rebirth 76,2012,Movie,"Thriller, History, Biography",Disney+,7.9,Kannada
Asuran Legacy 75,2000,TV Series,"Thriller, Comedy",Netflix,4.1,Tamil
War for Part 1 72,2005,TV Series,"Animation, Comedy, History",Planet Marathi,6.1,English
Pushpa Part 1 61,2012,Movie,"Horror, Comedy",SonyLIV,5.6,Telugu
Ammayum Part 2 77,1999,Movie,"History, Thriller, Romance",Disney+,7.3,Malayalam
Legacy of Rebirth 38,1993,TV Series,Comedy,Apple TV+,4.9,English
Nayakan Origin 80,2019,Movie,Action,MX Player,4.6,Tamil
Dharma Forever 20,2026,Movie,Comedy,Amazon Prime,0.0,Kannada
Dharma Origin 5,2024,Movie,Sci-Fi,Netflix,8.7,Kannada
Baba Legacy 26,2011,TV Series,"Biography, Sci-Fi",Disney+,5.2,Marathi
Vetrimaran Legacy 34,1995,Movie,"Animation, Sci-Fi",Netflix,4.4,Tamil
Baba Part 1 79,1997,Movie,Crime,Theatrical,4.4,Marathi
Dost Part 1 32,2025,TV Series,"Biography, Thriller",SonyLIV,0.0,Hindi
Jung Evolution 59,2025,TV Series,"Sci-Fi, Romance, Animation",Amazon Prime,0.0,Hindi
Puli Evolution 51,2021,Movie,"Comedy, Horror",Disney+,6.5,Tamil
Dil Evolution 61,1990,Movie,"History, Biography, Horror",SonyLIV,8.3,Hindi
Veedu Part 2 47,1999,Movie,Drama,Netflix,7.4,Malayalam
The Dark Knight,2008,Movie,"Action, Crime, Drama",Theatrical,9.0,English
Dharma Forever 39,2025,Movie,"Drama, Mystery, Horror",MX Player,0.0,Kannada
Vat Story 6,1991,Movie,Sci-Fi,Amazon Prime,5.5,Marathi
Thalaiva Chronicles 79,2021,TV Series,"Thriller, Romance",SonyLIV,5.2,Tamil
Nayak Legacy 49,2004,TV Series,"Horror, Biography, Romance",Hulu,9.0,Kannada
Puli Returns 25,2020,Movie,Fantasy,Apple TV+,9.2,Tamil
Lost in Evolution 30,2014,Movie,"Horror, Crime, Animation",Amazon Prime,5.9,English
Vikrama Chronicles 72,2023,Movie,"Horror, Crime",SonyLIV,9.1,Kannada
Prema Forever 81,2003,Movie,"Animation, Mystery, Drama",Amazon Prime,7.4,Telugu
Orma Part 2 74,1990,Movie,Action,Theatrical,7.2,Malayalam
Swapna Story 88,2001,Movie,Sci-Fi,MX Player,8.1,Marathi
Sankranti Part 1 35,2024,TV Series,"Horror, Romance, Biography",HBO Max,8.1,Kannada
Premachi Rebirth 40,2023,TV Series,"Animation, Fantasy",HBO Max,5.7,Marathi
Raaz Origin 73,2007,TV Series,"History, Crime, Thriller",Hulu,4.9,Hindi
Nayakudu Story 1,2023,TV Series,"Fantasy, Horror, History",Apple TV+,9.3,Telugu
Swapna Forever 54,2022,TV Series,Animation,MX Player,5.7,Marathi
Secret Legacy 20,2003,TV Series,"Horror, Animation, History",Theatrical,8.7,English
Vikram Forever 89,2016,TV Series,Fantasy,Disney+,8.2,Telugu
Lost in Forever 79,2024,Movie,Mystery,Hulu,5.2,English
Veeram Part 1 41,2012,Movie,"Thriller, Mystery, Action",Theatrical,6.7,Tamil
Prem Chronicles 19,2001,TV Series,"Biography, Animation, History",Theatrical,5.5,Hindi
Yuddha Evolution 43,2022,Movie,"Horror, Fantasy",MX Player,5.5,Kannada
Dost Story 64,2024,TV Series,Comedy,Planet Marathi,7.6,Hindi
Secret Forever 53,2000,TV Series,"Thriller, Sci-Fi",Hulu,4.0,English
Premam Forever 70,2001,Movie,History,Hulu,5.8,Malayalam
Veeram Part 2 79,2000,TV Series,Mystery,MX Player,4.5,Tamil
Raja Story 86,2026,TV Series,"Drama, Fantasy",Netflix,0.0,Kannada
Preethi Part 2 45,2017,Movie,"Thriller, Sci-Fi, Comedy",Planet Marathi,6.6,Kannada
Nayakudu Part 2 93,2017,TV Series,Comedy,Hulu,5.6,Telugu
Dharma Evolution 96,2011,Movie,"History, Fantasy",Netflix,8.7,Kannada
Vikrama Part 1 47,2017,TV Series,"Drama, Animation",Amazon Prime,6.9,Kannada
Prem Evolution 78,2005,Movie,Horror,Apple TV+,6.3,Hindi
Baba Part 2 56,2021,TV Series,"Mystery, Romance, Sci-Fi",Amazon Prime,8.1,Marathi
Singam Chronicles 59,1994,TV Series,"Fantasy, History, Animation",Apple TV+,7.9,Tamil
Baahubali Chronicles 86,2016,Movie,Crime,Apple TV+,5.2,Telugu
Yaara Chronicles 39,1990,TV Series,"Action, Comedy",Hulu,5.0,Hindi
Nayakudu Part 1 30,2015,TV Series,"Comedy, Fantasy",Amazon Prime,6.5,Telugu
Yuddha Origin 33,2000,Movie,"Fantasy, Action",Planet Marathi,5.6,Kannada
Singam Returns 7,1991,TV Series,"Sci-Fi, Crime",Hulu,8.6,Tamil
Lost in Forever 57,2023,Movie,"Sci-Fi, Crime, Biography",Netflix,4.5,English
Lost in Evolution 70,1995,TV Series,"Action, History, Romance",HBO Max,7.6,English
Premam Evolution 15,1992,Movie,Crime,MX Player,8.3,Malayalam
Simham Story 17,1992,TV Series,"Horror, Romance, Crime",Hulu,8.2,Telugu
Prema Rebirth 68,1992,TV Series,"Action, Thriller",SonyLIV,8.7,Telugu
Goshta Evolution 2,1993,Movie,"Action, Horror",Amazon Prime,7.3,Marathi
Journey to Rebirth 7,2016,Movie,Action,Hulu,4.3,English
Sankranthi Origin 78,2014,Movie,"History, Comedy, Action",Disney+,8.9,Telugu
Vikram Part 2 70,2015,Movie,"Thriller, Drama",HBO Max,6.4,Telugu
KGF Rebirth 19,2022,Movie,"Horror, History",Disney+,7.7,Kannada
Puli Chronicles 41,2018,Movie,"Thriller, Animation",Netflix,5.9,Tamil
Kadhal Chronicles 63,1999,TV Series,"Biography, Horror, Sci-Fi",Theatrical,7.0,Tamil
Baahubali Forever 25,2004,TV Series,"Animation, Fantasy, Thriller",MX Player,6.3,Telugu
Anbu Part 2 1,2007,TV Series,"Mystery, Fantasy",Apple TV+,8.7,Tamil
Dharma Story 97,2002,TV Series,"Romance, Thriller",Disney+,7.0,Kannada
Nayak Rebirth 15,1994,Movie,"Romance, Biography, Comedy",Amazon Prime,5.4,Kannada
Nayakudu Chronicles 40,1993,Movie,"Mystery, Animation, Romance",Hulu,4.7,Telugu
Dharma Forever 79,1991,TV Series,Action,Planet Marathi,8.3,Telugu
Vetrimaran Origin 36,2001,Movie,Thriller,HBO Max,9.0,Tamil
Puli Forever 70,1997,Movie,Fantasy,Disney+,9.2,Tamil
Sankranthi Rebirth 8,2016,Movie,"Biography, Sci-Fi",Apple TV+,5.2,Telugu
Prema Part 1 35,2023,Movie,Mystery,Hulu,6.9,Telugu
Apna Rebirth 27,2022,TV Series,History,HBO Max,4.7,Hindi
Lost in Returns 11,1992,Movie,History,Netflix,7.2,English
Veedu Origin 92,2011,TV Series,"Animation, Crime",HBO Max,5.7,Malayalam
Simham Rebirth 12,1995,Movie,"Drama, Biography, Mystery",Theatrical,7.5,Telugu
Raju Forever 93,2020,Movie,"Mystery, Action",Apple TV+,8.3,Telugu
Preethi Chronicles 13,2009,Movie,"Crime, Action, Thriller",Disney+,5.9,Kannada
Simha Forever 14,2026,TV Series,Fantasy,Disney+,0.0,Kannada
War for Story 77,2003,TV Series,Romance,Disney+,6.3,English
Veeram Legacy 59,2001,Movie,"History, Animation",Planet Marathi,4.1,Tamil
Premam Forever 92,2000,TV Series,Drama,Theatrical,8.0,Malayalam
Puli Origin 21,2005,TV Series,"Animation, Thriller, History",Hulu,6.7,Tamil
Apna Forever 16,2003,TV Series,"History, Biography, Fantasy",Planet Marathi,5.0,Hindi
Baahubali Legacy 52,2005,Movie,"Animation, Thriller",Disney+,7.1,Telugu
Empire of Chronicles 60,2012,Movie,Crime,Amazon Prime,5.5,English
Goshta Rebirth 21,1994,TV Series,"Mystery, Sci-Fi",Netflix,7.2,Marathi
Premam Legacy 6,2010,Movie,Fantasy,Disney+,5.8,Malayalam
Vat Rebirth 43,2011,TV Series,"Action, Romance, Biography",Disney+,8.8,Marathi
Dharma Part 1 45,1996,Movie,"Crime, Biography",Hulu,9.3,Telugu
Achanum Evolution 39,2020,Movie,"Drama, Crime, Mystery",Hulu,9.3,Malayalam
Katha Chronicles 9,2024,Movie,"Mystery, Crime",MX Player,8.8,Malayalam
Orma Evolution 70,2014,TV Series,Biography,Disney+,9.0,Malayalam
Nayak Part 1 88,1993,TV Series,"Drama, Horror, History",Hulu,6.7,Kannada
Pushpa Rebirth 100,2005,TV Series,"Crime, Action, Biography",Disney+,4.7,Telugu
Simha Story 32,2005,Movie,Animation,SonyLIV,6.1,Kannada
Orma Rebirth 38,2023,TV Series,"Action, History, Animation",HBO Max,6.8,Malayalam
Journey to Rebirth 28,2002,TV Series,Mystery,Planet Marathi,5.9,English
Premachi Chronicles 46,2005,TV Series,"Mystery, Sci-Fi, Fantasy",Theatrical,4.1,Marathi
Puli Part 2 27,2025,Movie,Drama,MX Player,0.0,Tamil
Achanum Story 34,1996,TV Series,"Crime, Comedy, Thriller",Theatrical,7.6,Malayalam
Rise of Part 1 31,1996,Movie,"Action, Crime",SonyLIV,4.5,English
Katha Rebirth 30,2017,Movie,"Thriller, Action, Romance",HBO Max,5.8,Malayalam
Ammayum Returns 89,1995,Movie,"Action, Fantasy",HBO Max,8.3,Malayalam
Aai Returns 5,2001,TV Series,Sci-Fi,Theatrical,7.5,Marathi
Sankranthi Part 2 94,2001,Movie,Fantasy,Amazon Prime,6.2,Telugu
Anbu Evolution 42,2019,TV Series,Comedy,Theatrical,4.8,Tamil
Empire of Evolution 71,2012,TV Series,Animation,HBO Max,6.3,English
Vikram Returns 78,2025,TV Series,"Horror, Crime",SonyLIV,0.0,Telugu
Asuran Origin 52,2018,TV Series,Sci-Fi,SonyLIV,6.2,Tamil
Kadhal Part 1 18,2025,TV Series,"Animation, Mystery",Apple TV+,0.0,Tamil
Shadow of Forever 95,2026,Movie,"Animation, Biography, Mystery",Amazon Prime,0.0,English
Kadhal Rebirth 42,2013,Movie,"Biography, Horror, Sci-Fi",HBO Max,5.6,Tamil
Prem Chronicles 36,2007,TV Series,Mystery,Hulu,6.3,Hindi
Raju Origin 9,2012,TV Series,Crime,Hulu,8.0,Telugu
Sankranti Returns 91,2014,Movie,Fantasy,Theatrical,5.3,Kannada
Veedu Story 27,2019,Movie,Mystery,HBO Max,9.3,Malayalam
Goshta Rebirth 40,2008,TV Series,Drama,Hulu,5.2,Marathi
Vetrimaran Part 1 76,2008,TV Series,"Action, Fantasy",Netflix,6.9,Tamil
Goshta Evolution 15,2019,TV Series,"Animation, Mystery, Drama",Amazon Prime,9.2,Marathi
Baba Part 1 67,2018,TV Series,History,Planet Marathi,8.1,Marathi
Legacy of Story 27,1997,Movie,"Sci-Fi, Action, Comedy",Hulu,8.6,English
Anbu Evolution 81,2013,TV Series,Biography,Disney+,6.2,Tamil
Premam Forever 20,2001,Movie,Sci-Fi,Apple TV+,6.4,Malayalam
Nayak Part 1 45,2020,Movie,"Mystery, History, Crime",Theatrical,4.9,Kannada
Simha Chronicles 18,2018,TV Series,"Action, Romance",Apple TV+,7.4,Kannada
Maitri Evolution 35,2024,TV Series,History,HBO Max,5.9,Marathi
Empire of Evolution 56,2025,Movie,Fantasy,Planet Marathi,0.0,English
Apna Rebirth 3,2013,Movie,"Fantasy, Drama, Crime",MX Player,8.5,Hindi
Jung Legacy 58,2017,TV Series,"Drama, Thriller, Biography",Apple TV+,4.7,Hindi
Yuddha Returns 76,2025,TV Series,Animation,Theatrical,0.0,Kannada
Vikram Rebirth 67,2005,Movie,"Horror, Romance, Animation",HBO Max,4.9,Telugu
Swapna Returns 72,2026,Movie,"Horror, Mystery, Biography",Disney+,0.0,Marathi
Beyond the Part 2 67,2017,TV Series,Biography,Apple TV+,6.0,English
Yuddham Returns 96,2004,Movie,"Comedy, Action, Drama",SonyLIV,7.0,Telugu
Thalaiva Evolution 30,1996,Movie,"Biography, Romance, Crime",Planet Marathi,7.2,Tamil
Drishyam Evolution 58,2017,TV Series,Thriller,Apple TV+,8.1,Malayalam
Asuran Part 1 99,2020,Movie,Drama,Planet Marathi,9.0,Tamil
Raaz Forever 51,2018,Movie,"Drama, Horror, Sci-Fi",Planet Marathi,7.4,Hindi
Rise of Returns 67,1993,TV Series,Animation,Apple TV+,7.9,English
Anbu Forever 40,2014,Movie,"Biography, Action, Crime",MX Player,6.4,Tamil
Ammayum Origin 67,2014,TV Series,Horror,Disney+,8.4,Malayalam
Asuran Rebirth 69,2025,Movie,"Animation, Comedy, Thriller",Netflix,0.0,Tamil
Empire of Story 47,2014,Movie,History,Amazon Prime,4.1,English
Katha Part 2 45,2020,Movie,Action,Hulu,7.9,Malayalam
Secret Part 2 17,2010,TV Series,"Fantasy, Horror",Planet Marathi,8.0,English
Raju Part 2 65,2011,Movie,"Drama, Horror, Thriller",Apple TV+,9.1,Telugu
Raaz Part 1 10,2003,Movie,"Crime, Drama",Apple TV+,8.3,Hindi
Pushpa Story 46,2007,Movie,"Comedy, Mystery",Amazon Prime,8.9,Telugu
Vetrimaran Chronicles 99,1993,TV Series,"Fantasy, Thriller, Horror",Apple TV+,8.2,Tamil
KGF Legacy 8,2007,Movie,Fantasy,HBO Max,9.1,Kannada
Baahubali Chronicles 57,2016,Movie,Action,Disney+,4.9,Telugu
Dharma Chronicles 38,2000,TV Series,"Fantasy, History",Disney+,5.9,Telugu
Premam Origin 54,2011,TV Series,"Romance, Animation, Comedy",Netflix,8.3,Malayalam
Pranayam Legacy 95,1997,Movie,"Comedy, Romance, Drama",HBO Max,8.2,Malayalam
Dharma Forever 26,2021,TV Series,"Romance, Biography, Animation",Apple TV+,7.6,Telugu
Achanum Returns 36,2003,TV Series,History,MX Player,8.1,Malayalam
Sankranthi Story 37,2000,Movie,Crime,SonyLIV,4.8,Telugu
Goshta Story 91,2011,Movie,"History, Comedy",Hulu,5.5,Marathi
Yuddham Returns 18,2004,Movie,"Romance, Drama, Thriller",Planet Marathi,7.0,Telugu
Beyond the Rebirth 19,2003,TV Series,"Fantasy, Biography",SonyLIV,8.5,English
Safar Part 1 58,2012,Movie,"Sci-Fi, Thriller",MX Player,6.5,Hindi
Baba Part 1 42,2003,TV Series,"Action, Sci-Fi",Disney+,7.4,Marathi
KGF Story 53,2016,Movie,Mystery,Planet Marathi,7.3,Kannada
The Last Evolution 84,2013,TV Series,"Comedy, Thriller",SonyLIV,4.1,English
Simha Rebirth 30,2005,TV Series,"Biography, History",HBO Max,5.2,Kannada
Veedu Forever 33,1998,Movie,"Drama, History",Apple TV+,9.0,Malayalam
Thalaiva Chronicles 7,2026,Movie,Comedy,Planet Marathi,0.0,Tamil
War for Story 2,2017,TV Series,"Sci-Fi, Action",Amazon Prime,5.3,English
Beyond the Chronicles 33,2010,TV Series,"History, Sci-Fi, Action",SonyLIV,5.7,English
War for Legacy 90,2002,Movie,Horror,HBO Max,7.0,English
Raaz Part 1 2,2016,TV Series,"Thriller, Romance",MX Player,7.6,Hindi
Nayak Legacy 48,1995,Movie,"Mystery, Action",HBO Max,7.3,Kannada
Veeram Part 1 10,2022,Movie,"Action, History, Sci-Fi",Netflix,6.3,Tamil
Empire of Legacy 3,2025,Movie,"Sci-Fi, Comedy, Action",Apple TV+,0.0,English
Mauli Forever 16,2012,TV Series,"Animation, Biography",Planet Marathi,9.1,Marathi
Safar Story 84,2001,TV Series,"Fantasy, Sci-Fi, Comedy",Theatrical,7.2,Hindi
Snehithan Forever 78,2014,TV Series,Biography,Theatrical,6.8,Malayalam
Katha Part 1 33,2017,Movie,"Animation, Sci-Fi, Fantasy",SonyLIV,7.1,Marathi
Singam Rebirth 26,2019,TV Series,"Fantasy, Drama, Comedy",Disney+,5.5,Tamil
Dil Story 62,1993,TV Series,"Fantasy, Biography",Theatrical,5.8,Hindi
Yathra Returns 65,2021,TV Series,"Thriller, Mystery, Animation",HBO Max,8.9,Malayalam
Sankranthi Part 2 92,2010,TV Series,History,SonyLIV,9.1,Telugu
Ladhai Legacy 11,1996,TV Series,"Horror, Crime",Netflix,8.0,Marathi
Secret Origin 94,1998,Movie,"Romance, History, Horror",MX Player,6.6,English
Nayak Origin 89,2008,Movie,Drama,Netflix,8.1,Kannada
The Last Origin 98,2003,Movie,Animation,Amazon Prime,5.7,English
Vetrimaran Part 2 18,2025,TV Series,Fantasy,HBO Max,0.0,Tamil
Dharma Part 1 47,2006,TV Series,"Horror, Drama, Comedy",MX Player,8.5,Kannada
Apna Legacy 72,2012,TV Series,"Fantasy, Horror",Theatrical,9.1,Hindi
Vikrama Part 2 72,1997,TV Series,Biography,HBO Max,7.2,Kannada
Yuddha Origin 28,2022,TV Series,"Action, History, Drama",Planet Marathi,4.7,Kannada
Puli Origin 78,2024,Movie,"Fantasy, Horror",Theatrical,7.9,Tamil
Shadow of Returns 98,1992,TV Series,Fantasy,Planet Marathi,6.1,English
Anbu Rebirth 26,1990,TV Series,"Comedy, History, Biography",Amazon Prime,8.1,Tamil
Mauli Legacy 75,2017,TV Series,"History, Thriller, Sci-Fi",Disney+,9.0,Marathi
Asuran Rebirth 16,1993,TV Series,"Mystery, Comedy",Netflix,7.9,Tamil
Dharma Part 2 14,2020,Movie,"Thriller, Sci-Fi, Romance",Netflix,6.1,Telugu
Baahubali Origin 52,1993,Movie,"Biography, Sci-Fi, Action",Theatrical,5.3,Telugu
Maitri Part 2 40,2023,Movie,Biography,Apple TV+,7.8,Marathi
Puli Chronicles 55,1992,TV Series,Biography,Planet Marathi,9.4,Tamil
Jung Evolution 31,2000,Movie,"Crime, Comedy",SonyLIV,5.2,Hindi
Puli Story 86,2016,Movie,"Crime, Thriller, Romance",Apple TV+,6.5,Tamil
Veedu Legacy 8,2018,TV Series,"Action, Romance",Theatrical,6.3,Malayalam
Dil Part 2 20,2026,TV Series,"Action, Biography",HBO Max,0.0,Hindi
War for Part 1 28,2013,TV Series,Fantasy,SonyLIV,4.4,English
Premachi Rebirth 28,2003,Movie,"Thriller, Fantasy, Biography",Hulu,5.2,Marathi
Veedu Evolution 43,2002,TV Series,Thriller,Planet Marathi,8.1,Malayalam
Kantara Story 14,1994,Movie,Romance,Netflix,4.4,Kannada
